filename,title,source_url,doc_type,language,date_published,geography,licence,notes
sample.txt,Sample Document,,report,en,,,public_domain,Replace with real corpus documents
mustafi_ibran_planirani_haos_2d1f60a0.pdf,https://archive.org/details/mustafic-ibran-planirani-haos-1990-1996.-2008.,2026-06-01,open-access,Bosnia,"auto-fetched from internetarchive | Mustafić, Ibran - PLANIRANI HAOS"
2024_maio_24_0b42edbc.pdf,https://archive.org/details/2024-maio-24,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | 2024 Maio 24
nationality_the_war_dc5206ff.pdf,https://archive.org/details/nationalitywar00toynuoft,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Nationality & the war
knjige_o_genocidu_i_agresiji_na_bosnu_i_hercegovinu_09e0c409.pdf,https://archive.org/details/na-drini-genocid-edina-becirevic,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Knjige o genocidu i agresiji na Bosnu i Hercegovinu
the_death_of_yugoslavia_5122223b.pdf,https://archive.org/details/deathofyugoslavi0000silb_h0x8,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | The death of Yugoslavia
europe_since_1914_encyclopedia_of_the_age_of_war_and_reconst_04a320b9.pdf,https://archive.org/details/europesince1914e0000unse,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Europe since 1914 : encyclopedia of the age of war and reconstruction
encyclopedia_of_genocide_and_crimes_against_humanity_electro_f48bf756.pdf,https://archive.org/details/encyclopediaofge00dina_0,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Encyclopedia of genocide and crimes against humanity [electronic resource]
europe_since_1914_encyclopedia_of_the_age_of_war_and_reconst_94f066d2.pdf,https://archive.org/details/europesince1914e0003unse_k6g3,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Europe since 1914 : encyclopedia of the age of war and reconstruction
encyclopedia_of_genocide_and_crimes_against_humanity_electro_470cb435.pdf,https://archive.org/details/encyclopediaofge00dina_1,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Encyclopedia of genocide and crimes against humanity [electronic resource]
worlds_apart_bosnian_lessons_for_global_security_9823cffa.pdf,https://archive.org/details/worldsapartbosni00hunt,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Worlds Apart: Bosnian Lessons for Global Security
penguin_books_catalog_may_august_1997_a2d566ab.pdf,https://archive.org/details/penguin-books-catalog-may-august-1997,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Penguin Books Catalog (May-August 1997)
encyclopedia_of_genocide_and_crimes_against_humanity_electro_92e669f8.pdf,https://archive.org/details/encyclopediaofge00dina,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Encyclopedia of genocide and crimes against humanity [electronic resource]
becoming_evil_how_ordinary_people_commit_genocide_and_mass_k_371a0770.pdf,https://archive.org/details/becomingevilhowo0000wall,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Becoming evil : how ordinary people commit genocide and mass killing
yugoslavia_peace_war_and_dissolution_b3fb994c.pdf,https://archive.org/details/Yugoslavia_9781629634647,2026-06-01,open-access,Bosnia,"auto-fetched from internetarchive | Yugoslavia : peace, war, and dissolution"
blood_and_vengeance_87bd2f21.pdf,https://archive.org/details/bloodvengeanceon00sude_0,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Blood and vengeance
isnam_talji_arhiv_knjiga_7c23d634.pdf,https://archive.org/details/isnam-taljic-progonjenik-i-bogorodica-sour-veselin-maslesa-1984,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Isnam Taljić arhiv knjiga
islamic_books_in_bosnian_ee4649e5.pdf,https://archive.org/details/IslamInBosnianBook2,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Islamic Books in Bosnian
bartrop_r_paul_bosnian_genocide_22baba0d.pdf,https://archive.org/details/bartrop-r.-paul-bosnian-genocide-the-essential-reference-guide-santa-barbara-2016.,2026-06-01,open-access,Bosnia,"auto-fetched from internetarchive | Bartrop, R. Paul - BOSNIAN GENOCIDE"
intelligence_and_the_war_in_bosnia_1992_1995_82ce4c43.pdf,https://archive.org/details/intelligencewari0000wieb,2026-06-01,open-access,Bosnia,"auto-fetched from internetarchive | Intelligence and the war in Bosnia, 1992-1995"
balkan_genocides_holocaust_and_ethnic_cleansing_in_the_twent_375d3734.pdf,https://archive.org/details/balkangenocidesh0000mojz,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Balkan genocides : holocaust and ethnic cleansing in the twentieth century
yazilar_32_cilt_8f084bdb.pdf,https://archive.org/details/Yazilar32.Cilt,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | YAZILAR 32. CILT
hodanje_mladi_a_i_djevojke_sedmo_pro_ireno_izdanje_cd0d823e.pdf,https://archive.org/details/hodanje_mladica_i_djevojke-vatroslav_frkin,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Hodanje mladića i djevojke - sedmo prošireno izdanje
patnje_mladoga_werthera_f5c0e9ef.pdf,https://archive.org/details/patnje-mladoga-werthera-johann-wolfgang-von-goethe,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Patnje Mladoga Werthera
sv_ivan_bosco_opskrbljeni_mladi_00eb69ea.pdf,https://archive.org/details/sv.-ivan-bosco-opskrbljeni-mladic_202401,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Sv. Ivan Bosco - Opskrbljeni mladić
nazi_ideology_of_putin_d148dbc6.pdf,https://archive.org/details/nazi-ideology-of-putin,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | NAZI IDEOLOGY OF PUTIN
o_ljubavi_i_enidbi_24ee93bb.pdf,https://archive.org/details/OLjubaviIZenidbiPaulKonertz,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | O Ljubavi i ženidbi
ti_i_ona_054b61b2.pdf,https://archive.org/details/TiIOnaHardySchilgen,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Ti I Ona
war_in_a_time_of_peace_bush_clinton_and_the_generals_d116d747.pdf,https://archive.org/details/warintimeofpeace00halb_0,2026-06-01,open-access,Bosnia,"auto-fetched from internetarchive | War in a time of peace : Bush, Clinton, and the generals"
njezin_bijeli_vijenac_c7f1a75d.pdf,https://archive.org/details/NjezinBijeliVijenacMargaretaCsaba,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Njezin bijeli vijenac
eric_ed423525_improving_student_writing_skills_using_wordles_d53052a3.pdf,https://archive.org/details/ERIC_ED423525,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | ERIC ED423525: Improving Student Writing Skills Using Wordless Picture Books.
srebrenica_7f57ef89.pdf,https://archive.org/details/srebrenica0000kent,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Srebrenica
outpost_life_on_the_frontlines_of_american_diplomacy_a_memoi_671e4eca.pdf,https://archive.org/details/outpostlifeonfro0000hill,2026-06-01,open-access,Bosnia,"auto-fetched from internetarchive | Outpost : life on the frontlines of American diplomacy, a memoir"
evil_inc_0503fe2f.pdf,https://archive.org/details/evilinc,2026-06-01,open-access,Bosnia,auto-fetched from internetarchive | Evil INC
